wall_reflectance,simulation_flux_mean,simulation_flux_std,theory_flux,relative_error_%
0.95,6.041726296147782e-05,1.5504141686886775e-06,6.0231569862956506e-05,0.30829861971690353
0.951025641025641,6.106907055390273e-05,9.26551480825003e-07,6.12158060146954e-05,-0.2397019174385226
0.952051282051282,6.264285761740057e-05,1.2263796117791823e-06,6.223268299592648e-05,0.6590984057379298
0.953076923076923,6.370871378844965e-05,1.339673411203444e-06,6.328391403665872e-05,0.6712602377040834
0.9541025641025641,6.53306671436997e-05,2.686802652003487e-07,6.43713342488368e-05,1.4903107199152563
0.9551282051282051,6.5732794877551e-05,6.971716509987241e-07,6.549671201095968e-05,0.36044995136826624
0.9561538461538461,6.640683513246676e-05,1.3905804503438891e-06,6.666220791215642e-05,-0.38308479075007085
0.9571794871794871,6.868028147365097e-05,7.288776802618503e-07,6.786986319937473e-05,1.1940767758667172
0.9582051282051282,6.88215322362146e-05,7.913157074823549e-07,6.912208166010098e-05,-0.43480956688240213
0.9592307692307692,7.107578735039755e-05,6.826692904093502e-07,7.042145319858239e-05,0.9291687718655716
0.9602564102564102,7.248099392868283e-05,8.513911900228354e-07,7.177053247374961e-05,0.9899069025203033
0.9612820512820512,7.389945310543837e-05,9.482208176822365e-07,7.317239358490421e-05,0.9936254438506744
0.9623076923076923,7.46963483136715e-05,1.4334014805237283e-06,7.463002311245396e-05,0.0888720094828323
0.9633333333333333,7.75121697135382e-05,1.246932297673549e-07,7.614690637575796e-05,1.792933426662334
0.9643589743589743,7.92121444274605e-05,6.84499011692398e-07,7.772682511650937e-05,1.910948129844092
0.9653846153846154,8.036669777224734e-05,9.747625244207587e-07,7.937359648309308e-05,1.2511733538063878
0.9664102564102564,8.18554485501546e-05,4.336666785727224e-07,8.109175939543595e-05,0.9417592618685143
0.9674358974358974,8.42759691319376e-05,7.599496174195146e-07,8.288584605751633e-05,1.6771537488519266
0.9684615384615385,8.4935829306408e-05,9.570207583492802e-07,8.476111409201528e-05,0.20612661391289552
0.9694871794871794,8.690717172505591e-05,1.071898476344547e-06,8.67233178320642e-05,0.21200052948589262
0.9705128205128205,8.987451967059897e-05,6.273454881701675e-07,8.877840158378887e-05,1.2346675173866277
0.9715384615384615,9.125308703731091e-05,1.50144005225841e-06,9.093337638664518e-05,0.35158779248044114
0.9725641025641025,9.37316990652682e-05,1.1333319334505126e-06,9.31954372537466e-05,0.5754163801619349
0.9735897435897436,9.568345604819508e-05,5.791810337141433e-07,9.557291130348779e-05,0.11566535245145268
0.9746153846153846,9.8941534742959e-05,8.573180203234528e-07,9.807501176238597e-05,0.8835308454231208
0.9756410256410256,0.00010092039459519086,1.2833058519906802e-06,0.0001007114870001654,0.20743174512467794
0.9766666666666667,0.00010317321480687843,8.856693218666299e-07,0.00010349379285623635,-0.3097558225576214
0.9776923076923076,0.00010647645607450321,6.480820820926222e-07,0.00010643402143360588,0.03986943303067565
0.9787179487179487,0.00011036891646009317,1.5502708977810177e-06,0.00010954619705530341,0.7510250715270488
0.9797435897435898,0.00011380403491332403,7.497711855063134e-07,0.0001128460550026206,0.84892636316013
0.9807692307692307,0.00011647645020794153,1.3036541565036816e-06,0.00011635068060000829,0.10809529199542132
0.9817948717948718,0.00012094307198458444,8.488136268316677e-07,0.00012008019129860391,0.7185870347547996
0.9828205128205127,0.00012521378692727998,1.1172751698205074e-06,0.00012405647277054962,0.9328930050033666
0.9838461538461538,0.000128892937498675,6.402840831454431e-07,0.0001283051105200362,0.4581477512908453
0.9848717948717949,0.0001334998764097636,1.1568489983971945e-06,0.0001328553533290302,0.4851314339868399
0.9858974358974358,0.00013765677902725554,9.583791729550845e-07,0.0001377399102380812,-0.06035375707880652
0.9869230769230769,0.00014317425138205095,7.632302341404159e-07,0.00014299766467756102,0.12348922263038807
0.987948717948718,0.00014963192700383912,1.3747130965289443e-06,0.00014867240008781835,0.6453968022672644
0.9889743589743589,0.00015608756725350015,1.3366678113769088e-06,0.00015481614125185912,0.8212489933931663
0.99,0.0001623254696933413,1.3062632113364918e-06,0.00016148994262530093,0.5173864418163836
